key,generation,grandChild,survivedTime,eatenTrees,reproduced,timeOfDeath,causeOfDeath,fitness
8, 1, 120, 129, 2, 0, 247, 2, 0
8, 1, 120, 130, 2, 0, 248, 2, -1
8, 1, 120, 131, 2, 0, 248, 2, -2
8, 1, 118, 302, 4, 0, 248, 2, 3
8, 1, 118, 303, 4, 0, 248, 2, 2
8, 1, 118, 304, 4, 0, 248, 2, 1
8, 1, 118, 305, 4, 0, 248, 2, 0
8, 1, 120, 114, 3, 0, 248, 2, 2
8, 1, 120, 115, 3, 0, 248, 2, 1
8, 1, 120, 116, 3, 0, 248, 2, 0
8, 1, 120, 117, 3, 0, 248, 2, -1
8, 1, 120, 175, 1, 0, 248, 1, 1
8, 1, 120, 176, 1, 0, 248, 1, 1
8, 1, 120, 177, 1, 0, 248, 1, 1
8, 1, 120, 178, 1, 0, 248, 1, 1
8, 1, 120, 227, 2, 0, 248, 1, 2
8, 1, 120, 228, 2, 0, 248, 1, 2
8, 1, 120, 229, 2, 0, 248, 1, 2
8, 1, 120, 230, 2, 0, 248, 1, 2
8, 1, 120, 231, 2, 0, 249, 1, 2
8, 1, 119, 128, 1, 0, 249, 2, 0
8, 1, 119, 218, 2, 0, 249, 2, 1
8, 1, 119, 129, 1, 0, 249, 2, -1
8, 1, 119, 219, 2, 0, 249, 2, 0
8, 1, 119, 130, 1, 0, 249, 2, -2
8, 1, 119, 220, 2, 0, 249, 2, -1
8, 1, 119, 131, 1, 0, 249, 2, -3
8, 1, 119, 221, 2, 0, 249, 2, -2
8, 1, 119, 365, 3, 0, 249, 1, 3
8, 1, 119, 366, 3, 0, 249, 1, 3
8, 1, 119, 367, 3, 0, 249, 1, 3
8, 1, 119, 368, 3, 0, 249, 1, 3
8, 1, 119, 275, 2, 0, 249, 1, 2
8, 1, 119, 276, 2, 0, 249, 1, 2
8, 1, 119, 277, 2, 0, 249, 1, 2
8, 1, 119, 278, 2, 0, 249, 1, 2
8, 1, 119, 175, 1, 0, 249, 1, 1
8, 1, 119, 176, 1, 0, 249, 1, 1
8, 1, 121, 2, 0, 0, 249, 2, -1
8, 1, 119, 177, 1, 0, 249, 1, 1
8, 1, 121, 3, 0, 0, 249, 2, -2
8, 1, 119, 178, 1, 0, 249, 1, 1
8, 1, 121, 4, 0, 0, 249, 2, -3
8, 1, 121, 5, 0, 0, 249, 2, -4
8, 1, 119, 175, 1, 0, 249, 1, 1
8, 1, 119, 176, 1, 0, 249, 1, 1
8, 1, 119, 177, 1, 0, 249, 1, 1
8, 1, 119, 178, 1, 0, 249, 1, 1
8, 1, 119, 157, 1, 0, 249, 2, 0
8, 1, 119, 158, 1, 0, 249, 2, -1
8, 1, 119, 159, 1, 0, 249, 2, -2
8, 1, 119, 160, 1, 0, 250, 2, -3
8, 1, 121, 145, 2, 0, 250, 2, 1
8, 1, 121, 146, 2, 0, 250, 2, 0
8, 1, 121, 147, 2, 0, 250, 2, -1
8, 1, 121, 148, 2, 0, 250, 2, -2
8, 1, 121, 99, 2, 0, 250, 2, 1
8, 1, 119, 275, 2, 0, 250, 1, 2
8, 1, 121, 100, 2, 0, 250, 2, 0
8, 1, 119, 276, 2, 0, 250, 1, 2
8, 1, 121, 101, 2, 0, 250, 2, -1
8, 1, 119, 277, 2, 0, 250, 1, 2
8, 1, 121, 102, 2, 0, 250, 2, -2
8, 1, 119, 278, 2, 0, 250, 1, 2
8, 1, 121, 78, 1, 0, 250, 2, 0
8, 1, 121, 79, 1, 0, 250, 2, -1
8, 1, 121, 80, 1, 0, 250, 2, -2
8, 1, 121, 81, 1, 0, 250, 2, -3
8, 1, 121, 126, 1, 0, 250, 2, 0
8, 1, 121, 127, 1, 0, 250, 2, -1
8, 1, 121, 128, 1, 0, 250, 2, -2
8, 1, 121, 129, 1, 0, 250, 2, -3
8, 1, 119, 189, 4, 0, 250, 2, 3
8, 1, 119, 190, 4, 0, 250, 2, 2
8, 1, 119, 191, 4, 0, 250, 2, 1
8, 1, 119, 192, 4, 0, 250, 2, 0
8, 1, 120, 107, 3, 0, 250, 2, 2
8, 1, 120, 108, 3, 0, 250, 2, 1
8, 1, 120, 109, 3, 0, 250, 2, 0
8, 1, 120, 110, 3, 0, 250, 2, -1
8, 1, 120, 109, 1, 0, 251, 2, 0
8, 1, 120, 110, 1, 0, 251, 2, -1
8, 1, 120, 111, 1, 0, 251, 2, -2
8, 1, 120, 112, 1, 0, 251, 2, -3
8, 1, 120, 175, 1, 0, 251, 1, 1
8, 1, 120, 176, 1, 0, 251, 1, 1
8, 1, 120, 177, 1, 0, 251, 1, 1
8, 1, 120, 178, 1, 0, 251, 1, 1
8, 1, 120, 171, 1, 0, 251, 1, 1
8, 1, 120, 172, 1, 0, 251, 1, 1
8, 1, 120, 173, 1, 0, 251, 1, 1
8, 1, 120, 174, 1, 0, 251, 1, 1
8, 1, 120, 136, 3, 0, 251, 2, 2
8, 1, 120, 137, 3, 0, 251, 2, 1
8, 1, 120, 138, 3, 0, 251, 2, 0
8, 1, 120, 139, 3, 0, 251, 2, -1
8, 1, 122, 75, 0, 0, 251, 1, 0
8, 1, 122, 76, 0, 0, 251, 1, 0
8, 1, 122, 77, 0, 0, 251, 1, 0
8, 1, 122, 78, 0, 0, 251, 1, 0
8, 1, 122, 149, 1, 0, 251, 1, 1
8, 1, 122, 150, 1, 0, 251, 1, 1
8, 1, 120, 2, 0, 0, 251, 2, -1
8, 1, 122, 151, 1, 0, 251, 1, 1
8, 1, 120, 3, 0, 0, 251, 2, -2
8, 1, 122, 152, 1, 0, 251, 1, 1
8, 1, 120, 4, 0, 0, 251, 2, -3
8, 1, 120, 5, 0, 0, 251, 2, -4
8, 1, 120, 75, 0, 0, 252, 1, 0
8, 1, 120, 76, 0, 0, 252, 1, 0
8, 1, 120, 77, 0, 0, 252, 1, 0
8, 1, 120, 78, 0, 0, 252, 1, 0
8, 1, 122, 175, 1, 0, 252, 1, 1
8, 1, 122, 176, 1, 0, 252, 1, 1
8, 1, 122, 177, 1, 0, 252, 1, 1
8, 1, 122, 178, 1, 0, 252, 1, 1
8, 1, 120, 418, 4, 0, 252, 2, 3
8, 1, 120, 419, 4, 0, 252, 2, 2
8, 1, 120, 420, 4, 0, 252, 2, 1
8, 1, 120, 421, 4, 0, 252, 2, 0
8, 1, 120, 315, 4, 0, 252, 2, 3
8, 1, 120, 316, 4, 0, 252, 2, 2
8, 1, 120, 317, 4, 0, 252, 2, 1
8, 1, 120, 318, 4, 0, 252, 2, 0
8, 1, 120, 92, 2, 0, 252, 2, 1
8, 1, 120, 93, 2, 0, 252, 2, 0
8, 1, 120, 94, 2, 0, 252, 2, -1
8, 1, 120, 95, 2, 0, 252, 2, -2
8, 1, 120, 375, 3, 0, 253, 1, 3
8, 1, 120, 376, 3, 0, 253, 1, 3
8, 1, 120, 377, 3, 0, 253, 1, 3
8, 1, 120, 378, 3, 0, 253, 1, 3
8, 1, 121, 175, 1, 0, 253, 1, 1
8, 1, 121, 176, 1, 0, 253, 1, 1
8, 1, 121, 177, 1, 0, 253, 1, 1
8, 1, 121, 178, 1, 0, 253, 1, 1
8, 1, 121, 242, 3, 0, 253, 2, 2
8, 1, 121, 243, 3, 0, 253, 2, 1
8, 1, 121, 244, 3, 0, 253, 2, 0
8, 1, 121, 245, 3, 0, 253, 2, -1
8, 1, 121, 306, 3, 0, 253, 2, 2
8, 1, 121, 307, 3, 0, 253, 2, 1
8, 1, 121, 308, 3, 0, 253, 2, 0
8, 1, 121, 309, 3, 0, 253, 2, -1
8, 1, 123, 60, 0, 0, 253, 1, 0
8, 1, 123, 61, 0, 0, 253, 1, 0
8, 1, 123, 62, 0, 0, 253, 1, 0
8, 1, 123, 63, 0, 0, 253, 1, 0
8, 1, 123, 133, 1, 0, 253, 2, 0
8, 1, 123, 134, 1, 0, 253, 2, -1
8, 1, 123, 135, 1, 0, 253, 2, -2
8, 1, 123, 136, 1, 0, 253, 2, -3
8, 1, 123, 148, 2, 0, 254, 2, 1
8, 1, 123, 149, 2, 0, 254, 2, 0
8, 1, 121, 2, 0, 0, 254, 2, -1
8, 1, 123, 150, 2, 0, 254, 2, -1
8, 1, 121, 3, 0, 0, 254, 2, -2
8, 1, 123, 151, 2, 0, 254, 2, -2
8, 1, 121, 4, 0, 0, 254, 2, -3
8, 1, 121, 5, 0, 0, 254, 2, -4
8, 1, 123, 122, 1, 0, 254, 2, 0
8, 1, 123, 123, 1, 0, 254, 2, -1
8, 1, 123, 124, 1, 0, 254, 2, -2
8, 1, 123, 125, 1, 0, 254, 2, -3
8, 1, 121, 275, 2, 0, 254, 1, 2
8, 1, 121, 276, 2, 0, 254, 1, 2
8, 1, 121, 277, 2, 0, 254, 1, 2
8, 1, 121, 278, 2, 0, 254, 1, 2
8, 1, 121, 437, 4, 0, 254, 2, 3
8, 1, 121, 438, 4, 0, 254, 2, 2
8, 1, 121, 439, 4, 0, 254, 2, 1
8, 1, 121, 440, 4, 0, 254, 2, 0
8, 1, 121, 75, 0, 0, 254, 1, 0
8, 1, 121, 76, 0, 0, 254, 1, 0
8, 1, 121, 77, 0, 0, 254, 1, 0
8, 1, 121, 78, 0, 0, 254, 1, 0
8, 1, 122, 90, 2, 0, 254, 2, 1
8, 1, 122, 91, 2, 0, 254, 2, 0
8, 1, 122, 92, 2, 0, 254, 2, -1
8, 1, 122, 93, 2, 0, 254, 2, -2
8, 1, 121, 175, 1, 0, 254, 1, 1
8, 1, 121, 176, 1, 0, 254, 1, 1
8, 1, 124, 2, 0, 0, 254, 2, -1
8, 1, 121, 177, 1, 0, 254, 1, 1
8, 1, 124, 3, 0, 0, 254, 2, -2
8, 1, 121, 178, 1, 0, 254, 1, 1
8, 1, 124, 4, 0, 0, 254, 2, -3
8, 1, 124, 5, 0, 0, 254, 2, -4
8, 1, 123, 275, 2, 0, 254, 1, 2
8, 1, 123, 276, 2, 0, 254, 1, 2
8, 1, 123, 277, 2, 0, 254, 1, 2
8, 1, 123, 278, 2, 0, 254, 1, 2
8, 1, 122, 141, 1, 0, 255, 2, 0
8, 1, 122, 142, 1, 0, 255, 2, -1
8, 1, 122, 143, 1, 0, 255, 2, -2
8, 1, 122, 144, 1, 0, 255, 2, -3
8, 1, 124, 122, 2, 0, 255, 2, 1
8, 1, 124, 123, 2, 0, 255, 2, 0
8, 1, 124, 124, 2, 0, 255, 2, -1
8, 1, 124, 125, 2, 0, 255, 2, -2
8, 1, 122, 274, 2, 0, 255, 1, 2
8, 1, 122, 275, 2, 0, 255, 1, 2
8, 1, 124, 175, 1, 0, 255, 1, 1
8, 1, 122, 276, 2, 0, 255, 1, 2
8, 1, 124, 176, 1, 0, 255, 1, 1
8, 1, 122, 277, 2, 0, 255, 1, 2
8, 1, 124, 177, 1, 0, 255, 1, 1
8, 1, 124, 178, 1, 0, 255, 1, 1
8, 1, 122, 75, 0, 0, 255, 1, 0
8, 1, 122, 76, 0, 0, 255, 1, 0
8, 1, 122, 77, 0, 0, 255, 1, 0
8, 1, 122, 78, 0, 0, 255, 1, 0
8, 1, 121, 375, 3, 0, 255, 1, 3
8, 1, 121, 376, 3, 0, 255, 1, 3
8, 1, 121, 377, 3, 0, 255, 1, 3
8, 1, 121, 378, 3, 0, 255, 1, 3
8, 1, 122, 175, 1, 0, 256, 1, 1
8, 1, 122, 176, 1, 0, 256, 1, 1
8, 1, 122, 177, 1, 0, 256, 1, 1
8, 1, 122, 178, 1, 0, 256, 1, 1
8, 1, 122, 175, 1, 0, 256, 1, 1
8, 1, 122, 176, 1, 0, 256, 1, 1
8, 1, 122, 177, 1, 0, 256, 1, 1
8, 1, 122, 178, 1, 0, 256, 1, 1
8, 1, 123, 175, 1, 0, 256, 1, 1
8, 1, 123, 176, 1, 0, 256, 1, 1
8, 1, 123, 177, 1, 0, 256, 1, 1
8, 1, 123, 178, 1, 0, 256, 1, 1
8, 1, 123, 229, 3, 0, 256, 2, 2
8, 1, 123, 230, 3, 0, 256, 2, 1
8, 1, 123, 231, 3, 0, 256, 2, 0
8, 1, 123, 232, 3, 0, 256, 2, -1
8, 1, 125, 73, 1, 0, 257, 2, 0
8, 1, 125, 74, 1, 0, 257, 2, -1
8, 1, 125, 75, 1, 0, 257, 2, -2
8, 1, 125, 76, 1, 0, 257, 2, -3
8, 1, 124, 175, 1, 0, 257, 1, 1
8, 1, 124, 176, 1, 0, 257, 1, 1
8, 1, 124, 177, 1, 0, 257, 1, 1
8, 1, 124, 178, 1, 0, 257, 1, 1
8, 1, 122, 275, 2, 0, 257, 1, 2
8, 1, 122, 276, 2, 0, 257, 1, 2
8, 1, 122, 277, 2, 0, 257, 1, 2
8, 1, 122, 278, 2, 0, 257, 1, 2
8, 1, 125, 118, 1, 0, 257, 2, 0
8, 1, 125, 119, 1, 0, 257, 2, -1
8, 1, 122, 427, 5, 0, 257, 2, 4
8, 1, 125, 120, 1, 0, 257, 2, -2
8, 1, 122, 428, 5, 0, 257, 2, 3
8, 1, 125, 121, 1, 0, 257, 2, -3
8, 1, 122, 429, 5, 0, 257, 2, 2
8, 1, 122, 430, 5, 0, 257, 2, 1
8, 1, 122, 74, 0, 0, 257, 1, 0
8, 1, 122, 75, 0, 0, 257, 1, 0
8, 1, 122, 76, 0, 0, 257, 1, 0
8, 1, 122, 77, 0, 0, 257, 1, 0
8, 1, 125, 175, 1, 0, 258, 1, 1
8, 1, 125, 176, 1, 0, 258, 1, 1
8, 1, 125, 177, 1, 0, 258, 1, 1
8, 1, 125, 178, 1, 0, 258, 1, 1
8, 1, 125, 179, 1, 0, 258, 1, 1
8, 1, 124, 375, 3, 0, 258, 1, 3
8, 1, 124, 376, 3, 0, 258, 1, 3
8, 1, 124, 377, 3, 0, 258, 1, 3
8, 1, 124, 378, 3, 0, 258, 1, 3
8, 1, 123, 295, 3, 0, 258, 2, 2
8, 1, 123, 296, 3, 0, 258, 2, 1
8, 1, 123, 297, 3, 0, 258, 2, 0
8, 1, 123, 298, 3, 0, 258, 2, -1
8, 1, 123, 175, 1, 0, 258, 1, 1
8, 1, 123, 176, 1, 0, 258, 1, 1
8, 1, 123, 177, 1, 0, 258, 1, 1
8, 1, 123, 178, 1, 0, 258, 1, 1
8, 1, 122, 275, 2, 0, 258, 1, 2
8, 1, 122, 276, 2, 0, 258, 1, 2
8, 1, 122, 277, 2, 0, 258, 1, 2
8, 1, 122, 278, 2, 0, 258, 1, 2
8, 1, 124, 63, 0, 0, 258, 1, 0
8, 1, 124, 64, 0, 0, 258, 1, 0
8, 1, 124, 65, 0, 0, 258, 1, 0
8, 1, 124, 66, 0, 0, 258, 1, 0
8, 1, 123, 175, 1, 0, 258, 1, 1
8, 1, 123, 176, 1, 0, 258, 1, 1
8, 1, 123, 177, 1, 0, 258, 1, 1
8, 1, 123, 178, 1, 0, 258, 1, 1
8, 1, 124, 175, 1, 0, 259, 1, 1
8, 1, 124, 176, 1, 0, 259, 1, 1
8, 1, 123, 57, 0, 0, 259, 1, 0
8, 1, 123, 2, 0, 0, 259, 2, -1
8, 1, 124, 177, 1, 0, 259, 1, 1
8, 1, 123, 58, 0, 0, 259, 1, 0
8, 1, 123, 3, 0, 0, 259, 2, -2
8, 1, 124, 178, 1, 0, 259, 1, 1
8, 1, 123, 59, 0, 0, 259, 1, 0
8, 1, 123, 4, 0, 0, 259, 2, -3
8, 1, 124, 179, 1, 0, 259, 1, 1
8, 1, 123, 60, 0, 0, 259, 1, 0
8, 1, 123, 5, 0, 0, 259, 2, -4
8, 1, 125, 108, 1, 0, 259, 2, 0
8, 1, 125, 109, 1, 0, 259, 2, -1
8, 1, 125, 110, 1, 0, 259, 2, -2
8, 1, 125, 111, 1, 0, 259, 2, -3
8, 1, 125, 102, 1, 0, 259, 2, 0
8, 1, 125, 103, 1, 0, 259, 2, -1
8, 1, 125, 104, 1, 0, 259, 2, -2
8, 1, 125, 105, 1, 0, 259, 2, -3
8, 1, 126, 75, 0, 0, 259, 1, 0
8, 1, 126, 76, 0, 0, 259, 1, 0
8, 1, 126, 77, 0, 0, 259, 1, 0
8, 1, 126, 78, 0, 0, 259, 1, 0
8, 1, 125, 115, 1, 0, 259, 2, 0
8, 1, 125, 116, 1, 0, 259, 2, -1
8, 1, 125, 117, 1, 0, 259, 2, -2
8, 1, 125, 118, 1, 0, 259, 2, -3
8, 1, 124, 90, 1, 0, 259, 2, 0
8, 1, 124, 91, 1, 0, 259, 2, -1
8, 1, 124, 92, 1, 0, 259, 2, -2
8, 1, 124, 93, 1, 0, 259, 2, -3
8, 1, 126, 175, 1, 0, 259, 1, 1
8, 1, 126, 176, 1, 0, 259, 1, 1
8, 1, 126, 177, 1, 0, 259, 1, 1
8, 1, 126, 178, 1, 0, 259, 1, 1
8, 1, 124, 172, 1, 0, 259, 1, 1
8, 1, 124, 173, 1, 0, 259, 1, 1
8, 1, 124, 174, 1, 0, 259, 1, 1
8, 1, 124, 175, 1, 0, 259, 1, 1
8, 1, 123, 93, 1, 0, 260, 2, 0
8, 1, 123, 94, 1, 0, 260, 2, -1
8, 1, 123, 95, 1, 0, 260, 2, -2
8, 1, 123, 96, 1, 0, 260, 2, -3
8, 1, 123, 293, 3, 0, 260, 2, 2
8, 1, 123, 294, 3, 0, 260, 2, 1
8, 1, 123, 295, 3, 0, 260, 2, 0
8, 1, 123, 296, 3, 0, 260, 2, -1
8, 1, 124, 75, 0, 0, 260, 1, 0
8, 1, 124, 76, 0, 0, 260, 1, 0
8, 1, 124, 77, 0, 0, 260, 1, 0
8, 1, 124, 78, 0, 0, 260, 1, 0
8, 1, 124, 99, 1, 0, 260, 2, 0
8, 1, 124, 100, 1, 0, 260, 2, -1
8, 1, 124, 101, 1, 0, 260, 2, -2
8, 1, 124, 102, 1, 0, 260, 2, -3
8, 1, 127, 75, 0, 0, 260, 1, 0
8, 1, 127, 76, 0, 0, 260, 1, 0
8, 1, 127, 77, 0, 0, 260, 1, 0
8, 1, 127, 104, 1, 0, 260, 2, 0
8, 1, 127, 78, 0, 0, 260, 1, 0
8, 1, 127, 105, 1, 0, 260, 2, -1
8, 1, 127, 106, 1, 0, 260, 2, -2
8, 1, 127, 107, 1, 0, 260, 2, -3
8, 1, 127, 75, 0, 0, 260, 1, 0
8, 1, 127, 76, 0, 0, 260, 1, 0
8, 1, 127, 77, 0, 0, 260, 1, 0
8, 1, 127, 78, 0, 0, 260, 1, 0
8, 1, 125, 175, 1, 0, 260, 1, 1
8, 1, 125, 176, 1, 0, 260, 1, 1
8, 1, 125, 177, 1, 0, 260, 1, 1
8, 1, 125, 178, 1, 0, 260, 1, 1
8, 1, 125, 65, 0, 0, 260, 1, 0
8, 1, 125, 66, 0, 0, 260, 1, 0
8, 1, 125, 67, 0, 0, 260, 1, 0
8, 1, 125, 68, 0, 0, 260, 1, 0
8, 1, 125, 69, 0, 0, 260, 1, 0
8, 1, 125, 65, 0, 0, 261, 1, 0
8, 1, 125, 66, 0, 0, 261, 1, 0
8, 1, 125, 67, 0, 0, 261, 1, 0
8, 1, 125, 68, 0, 0, 261, 1, 0
8, 1, 127, 275, 2, 0, 261, 1, 2
8, 1, 127, 276, 2, 0, 261, 1, 2
8, 1, 127, 277, 2, 0, 261, 1, 2
8, 1, 127, 278, 2, 0, 261, 1, 2
8, 1, 125, 174, 1, 0, 261, 1, 1
8, 1, 125, 175, 1, 0, 261, 1, 1
8, 1, 125, 176, 1, 0, 261, 1, 1
8, 1, 125, 177, 1, 0, 261, 1, 1
8, 1, 125, 172, 1, 0, 261, 1, 1
8, 1, 125, 173, 1, 0, 261, 1, 1
8, 1, 125, 174, 1, 0, 261, 1, 1
8, 1, 125, 175, 1, 0, 261, 1, 1
8, 1, 124, 98, 2, 0, 261, 2, 1
8, 1, 124, 99, 2, 0, 261, 2, 0
8, 1, 124, 100, 2, 0, 261, 2, -1
8, 1, 124, 101, 2, 0, 261, 2, -2
8, 1, 124, 158, 1, 0, 261, 2, 0
8, 1, 124, 159, 1, 0, 261, 2, -1
8, 1, 124, 160, 1, 0, 261, 2, -2
8, 1, 124, 161, 1, 0, 261, 2, -3
8, 1, 124, 275, 2, 0, 262, 1, 2
8, 1, 124, 276, 2, 0, 262, 1, 2
8, 1, 124, 277, 2, 0, 262, 1, 2
8, 1, 124, 278, 2, 0, 262, 1, 2
8, 1, 126, 175, 1, 0, 262, 1, 1
8, 1, 126, 176, 1, 0, 262, 1, 1
8, 1, 126, 177, 1, 0, 262, 1, 1
8, 1, 126, 178, 1, 0, 262, 1, 1
8, 1, 126, 175, 1, 0, 262, 1, 1
8, 1, 126, 176, 1, 0, 262, 1, 1
8, 1, 126, 177, 1, 0, 262, 1, 1
8, 1, 126, 178, 1, 0, 262, 1, 1
8, 1, 128, 75, 0, 0, 262, 1, 0
8, 1, 128, 76, 0, 0, 262, 1, 0
8, 1, 128, 77, 0, 0, 262, 1, 0
8, 1, 128, 78, 0, 0, 262, 1, 0
8, 1, 126, 175, 1, 0, 262, 1, 1
8, 1, 126, 176, 1, 0, 262, 1, 1
8, 1, 126, 177, 1, 0, 262, 1, 1
8, 1, 126, 178, 1, 0, 262, 1, 1
8, 1, 126, 175, 1, 0, 262, 1, 1
8, 1, 126, 176, 1, 0, 262, 1, 1
8, 1, 126, 177, 1, 0, 262, 1, 1
8, 1, 126, 178, 1, 0, 262, 1, 1
8, 1, 128, 175, 1, 0, 262, 1, 1
8, 1, 128, 176, 1, 0, 262, 1, 1
8, 1, 128, 177, 1, 0, 262, 1, 1
8, 1, 128, 178, 1, 0, 262, 1, 1
8, 1, 128, 172, 3, 0, 262, 2, 2
8, 1, 128, 173, 3, 0, 262, 2, 1
8, 1, 128, 174, 3, 0, 262, 2, 0
8, 1, 128, 175, 3, 0, 262, 2, -1
8, 1, 128, 126, 3, 0, 262, 2, 2
8, 1, 128, 127, 3, 0, 262, 2, 1
8, 1, 128, 128, 3, 0, 262, 2, 0
8, 1, 128, 129, 3, 0, 262, 2, -1
8, 1, 126, 75, 0, 0, 263, 1, 0
8, 1, 126, 76, 0, 0, 263, 1, 0
8, 1, 126, 77, 0, 0, 263, 1, 0
8, 1, 126, 78, 0, 0, 263, 1, 0
8, 1, 126, 156, 1, 0, 263, 2, 0
8, 1, 126, 157, 1, 0, 263, 2, -1
8, 1, 126, 158, 1, 0, 263, 2, -2
8, 1, 126, 159, 1, 0, 263, 2, -3
8, 1, 126, 160, 1, 0, 263, 2, -4
8, 1, 126, 211, 2, 0, 263, 2, 1
8, 1, 126, 212, 2, 0, 263, 2, 0
8, 1, 127, 2, 0, 0, 263, 2, -1
8, 1, 126, 213, 2, 0, 263, 2, -1
8, 1, 127, 3, 0, 0, 263, 2, -2
8, 1, 126, 214, 2, 0, 263, 2, -2
8, 1, 127, 4, 0, 0, 263, 2, -3
8, 1, 127, 5, 0, 0, 263, 2, -4
8, 1, 125, 76, 1, 0, 263, 2, 0
8, 1, 125, 77, 1, 0, 263, 2, -1
8, 1, 125, 78, 1, 0, 263, 2, -2
8, 1, 125, 79, 1, 0, 263, 2, -3
8, 1, 127, 70, 0, 0, 263, 1, 0
8, 1, 127, 71, 0, 0, 263, 1, 0
8, 1, 127, 72, 0, 0, 263, 1, 0
8, 1, 127, 73, 0, 0, 263, 1, 0
8, 1, 125, 175, 1, 0, 263, 1, 1
8, 1, 125, 176, 1, 0, 263, 1, 1
8, 1, 125, 177, 1, 0, 263, 1, 1
8, 1, 125, 178, 1, 0, 263, 1, 1
8, 1, 127, 75, 0, 0, 263, 1, 0
8, 1, 127, 76, 0, 0, 263, 1, 0
8, 1, 127, 77, 0, 0, 263, 1, 0
8, 1, 127, 78, 0, 0, 263, 1, 0
8, 1, 125, 205, 3, 0, 263, 2, 2
8, 1, 125, 206, 3, 0, 263, 2, 1
8, 1, 125, 207, 3, 0, 263, 2, 0
8, 1, 125, 208, 3, 0, 263, 2, -1
8, 1, 127, 90, 1, 0, 263, 2, 0
8, 1, 127, 91, 1, 0, 263, 2, -1
8, 1, 127, 92, 1, 0, 263, 2, -2
8, 1, 127, 93, 1, 0, 263, 2, -3
8, 1, 129, 75, 0, 0, 263, 1, 0
8, 1, 129, 76, 0, 0, 263, 1, 0
8, 1, 129, 77, 0, 0, 263, 1, 0
8, 1, 129, 78, 0, 0, 263, 1, 0
8, 1, 127, 145, 1, 0, 264, 1, 1
8, 1, 127, 146, 1, 0, 264, 1, 1
8, 1, 127, 147, 1, 0, 264, 1, 1
8, 1, 127, 148, 1, 0, 264, 1, 1
8, 1, 129, 75, 0, 0, 264, 1, 0
8, 1, 129, 76, 0, 0, 264, 1, 0
8, 1, 129, 77, 0, 0, 264, 1, 0
8, 1, 129, 78, 0, 0, 264, 1, 0
8, 1, 127, 75, 0, 0, 264, 1, 0
8, 1, 127, 76, 0, 0, 264, 1, 0
8, 1, 127, 77, 0, 0, 264, 1, 0
8, 1, 127, 78, 0, 0, 264, 1, 0
8, 1, 127, 75, 0, 0, 264, 1, 0
8, 1, 127, 76, 0, 0, 264, 1, 0
8, 1, 127, 77, 0, 0, 264, 1, 0
8, 1, 127, 78, 0, 0, 264, 1, 0
8, 1, 129, 125, 1, 0, 264, 2, 0
8, 1, 129, 126, 1, 0, 264, 2, -1
8, 1, 129, 127, 1, 0, 264, 2, -2
8, 1, 129, 128, 1, 0, 264, 2, -3
8, 1, 126, 104, 1, 0, 264, 2, 0
8, 1, 126, 93, 1, 0, 264, 2, 0
8, 1, 126, 105, 1, 0, 264, 2, -1
8, 1, 126, 94, 1, 0, 264, 2, -1
8, 1, 126, 106, 1, 0, 264, 2, -2
8, 1, 126, 95, 1, 0, 264, 2, -2
8, 1, 126, 107, 1, 0, 264, 2, -3
8, 1, 126, 96, 1, 0, 264, 2, -3
8, 1, 127, 163, 1, 0, 264, 2, 0
8, 1, 127, 164, 1, 0, 264, 2, -1
8, 1, 127, 165, 1, 0, 264, 2, -2
8, 1, 127, 166, 1, 0, 264, 2, -3
8, 1, 127, 167, 1, 0, 264, 2, -4
8, 1, 126, 103, 1, 0, 264, 2, 0
8, 1, 126, 104, 1, 0, 264, 2, -1
8, 1, 126, 105, 1, 0, 264, 2, -2
8, 1, 126, 106, 1, 0, 264, 2, -3
8, 1, 126, 107, 1, 0, 264, 2, -4
8, 1, 128, 62, 0, 0, 264, 1, 0
8, 1, 128, 63, 0, 0, 264, 1, 0
8, 1, 128, 64, 0, 0, 264, 1, 0
8, 1, 128, 65, 0, 0, 264, 1, 0
8, 1, 128, 73, 0, 0, 265, 1, 0
8, 1, 128, 74, 0, 0, 265, 1, 0
8, 1, 128, 75, 0, 0, 265, 1, 0
8, 1, 128, 76, 0, 0, 265, 1, 0
8, 1, 126, 175, 1, 0, 265, 1, 1
8, 1, 126, 176, 1, 0, 265, 1, 1
8, 1, 126, 177, 1, 0, 265, 1, 1
8, 1, 126, 178, 1, 0, 265, 1, 1
8, 1, 128, 62, 0, 0, 265, 1, 0
8, 1, 128, 63, 0, 0, 265, 1, 0
8, 1, 128, 64, 0, 0, 265, 1, 0
8, 1, 128, 65, 0, 0, 265, 1, 0
101, 1, 0, 47, 2, 0, 265, 2, 1
101, 1, 0, 48, 2, 0, 265, 2, 0
101, 1, 0, 49, 2, 0, 265, 2, -1
101, 1, 0, 50, 2, 0, 265, 2, -2
8, 1, 126, 175, 1, 0, 265, 1, 1
8, 1, 126, 175, 1, 0, 265, 1, 1
8, 1, 126, 176, 1, 0, 265, 1, 1
8, 1, 126, 176, 1, 0, 265, 1, 1
8, 1, 126, 177, 1, 0, 265, 1, 1
8, 1, 126, 177, 1, 0, 265, 1, 1
8, 1, 126, 178, 1, 0, 265, 1, 1
8, 1, 126, 178, 1, 0, 265, 1, 1
101, 1, 1, 54, 0, 0, 265, 1, 0
101, 1, 1, 55, 0, 0, 265, 1, 0
